total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,cityCenters_nearest,days_exposition
12,11000000.0,84.0,2018-08-30T00:00:00,3,2.8,15.0,52.0,10,False,False,False,12.0,0.0,Санкт-Петербург,15573.0,75.0
6,6450000.0,71.1,2016-10-06T00:00:00,3,2.66,12.0,48.1,7,False,False,False,8.8,0.0,Санкт-Петербург,11934.0,259.0
7,6430000.0,63.0,2019-03-06T00:00:00,2,,6.0,35.0,3,False,False,False,9.0,2.0,Санкт-Петербург,8849.0,30.0
13,3200000.0,40.0,2017-11-21T00:00:00,1,2.6,9.0,19.0,4,False,False,False,7.0,1.0,Санкт-Петербург,16454.0,84.0
6,3100000.0,37.0,2017-12-08T00:00:00,1,2.7,21.0,16.0,14,False,False,False,11.0,2.0,Сертолово,,30.0
20,4450000.0,44.02,2018-07-04T00:00:00,2,2.5,9.0,27.12,3,False,False,False,6.58,0.0,Санкт-Петербург,16738.0,35.0
13,4850000.0,36.4,2018-11-03T00:00:00,1,2.65,23.0,18.3,7,False,False,False,9.93,1.0,Санкт-Петербург,10890.0,6.000000000000001
20,2150000.0,31.2,2018-01-07T00:00:00,1,,5.0,14.3,3,False,False,False,7.1,0.0,Сертолово,,
12,28789000.0,441.98,2019-01-23T00:00:00,4,,6.0,,6,False,False,False,35.05,0.0,Санкт-Петербург,5181.0,
13,8500000.0,70.0,2015-06-03T00:00:00,3,3.5,6.0,48.0,2,False,False,False,10.0,0.0,Санкт-Петербург,5831.0,602.0
20,13230000.0,92.0,2017-07-17T00:00:00,3,2.75,25.0,50.2,7,False,False,False,13.0,5.0,Санкт-Петербург,11966.0,74.0
11,10300000.0,80.0,2017-07-22T00:00:00,3,2.75,18.0,32.0,5,False,False,False,32.0,2.0,Санкт-Петербург,14528.0,3.0000000000000004
20,29999000.0,159.9,2019-03-18T00:00:00,5,3.25,6.0,109.4,5,False,False,False,11.0,0.0,Санкт-Петербург,4259.0,
1,7450000.0,70.0,2015-11-25T00:00:00,2,,16.0,42.0,9,False,False,False,14.0,0.0,Санкт-Петербург,10753.0,308.0
7,2000000.0,35.6,2018-03-19T00:00:00,1,2.5,5.0,17.0,4,False,False,False,8.5,0.0,посёлок городского типа имени Морозова,,136.0
15,4400000.0,42.0,2018-10-16T00:00:00,1,2.8,16.0,22.0,12,False,False,False,,2.0,Санкт-Петербург,11250.0,4.0
12,10000000.0,96.0,2017-12-12T00:00:00,3,2.78,25.0,45.7,2,False,False,False,25.3,2.0,Санкт-Петербург,15388.0,16.0
12,9000000.0,45.0,2019-03-23T00:00:00,1,2.85,23.0,18.0,5,False,False,False,10.0,2.0,Санкт-Петербург,5249.0,
12,7790000.0,40.8,2019-04-10T00:00:00,1,,17.0,18.8,9,False,False,False,11.7,2.0,Санкт-Петербург,12241.0,21.0
12,4220000.0,39.3,2018-01-08T00:00:00,1,,12.0,17.0,4,False,False,False,9.0,0.0,Сестрорецк,34247.0,25.0
5,2199000.0,23.55,2016-06-12T00:00:00,1,,21.0,15.2,21,False,False,False,,0.0,деревня Кудрово,,44.00000000000001
15,3900000.0,56.0,2019-03-13T00:00:00,2,2.8,5.0,30.1,3,False,False,False,,1.0,Гатчина,,48.00000000000001
11,3050000.0,47.0,2017-02-17T00:00:00,2,2.6,5.0,33.0,4,False,False,False,6.0,4.0,поселок городского типа Вырица,,539.0
10,5200000.0,40.0,2018-06-16T00:00:00,1,3.16,8.0,,4,False,False,False,,0.0,Санкт-Петербург,10879.0,111.0
20,26400000.0,106.0,2018-02-19T00:00:00,2,,6.0,37.0,2,False,False,False,40.0,0.0,Санкт-Петербург,3310.0,
8,3000000.0,35.5,2017-07-12T00:00:00,1,2.8,6.0,15.0,4,False,False,False,14.0,0.0,Выборг,,335.0
6,2120000.0,30.0,2016-03-26T00:00:00,1,,5.0,17.7,3,False,False,False,6.0,0.0,Ломоносов,51627.0,355.00000000000006
15,19800000.0,100.5,2018-02-11T00:00:00,3,3.16,4.0,48.0,3,False,False,False,32.0,0.0,Санкт-Петербург,1075.0,3.0000000000000004
15,3800000.0,48.4,2018-10-25T00:00:00,2,2.5,9.0,29.0,1,False,False,False,8.5,0.0,Санкт-Петербург,16238.0,99.0
9,6250000.0,54.0,2018-02-02T00:00:00,3,3.0,4.0,,4,False,False,False,,0.0,Санкт-Петербург,5733.0,60.0
14,8190000.0,65.2,2019-02-21T00:00:00,2,2.8,23.0,52.7,21,False,False,False,,0.0,Санкт-Петербург,12670.0,
14,4000000.0,36.5,2019-02-26T00:00:00,1,2.7,7.0,,6,False,False,False,,0.0,Санкт-Петербург,16299.0,
11,5280000.0,43.0,2017-01-26T00:00:00,1,,17.0,20.0,6,False,False,False,11.0,1.0,Сестрорецк,33272.0,103.0
12,3250000.0,32.0,2018-09-08T00:00:00,1,2.7,16.0,,16,False,False,False,7.0,1.0,Санкт-Петербург,13753.0,26.0
3,7780000.0,67.0,2017-04-27T00:00:00,2,,5.0,26.9,5,False,False,False,28.8,0.0,Санкт-Петербург,2139.0,271.0
14,4000000.0,36.44,2018-04-15T00:00:00,1,2.48,9.0,19.8,2,False,False,False,5.6,2.0,Санкт-Петербург,11119.0,194.00000000000003
7,2700000.0,42.8,2019-03-10T00:00:00,2,,5.0,27.4,5,False,False,False,4.9,1.0,Гатчина,,
17,5400000.0,42.8,2019-03-26T00:00:00,1,,16.0,18.8,13,False,False,False,10.6,0.0,Санкт-Петербург,14445.0,27.0
3,4550000.0,45.0,2018-03-01T00:00:00,2,2.55,9.0,29.0,8,False,False,False,8.0,0.0,Санкт-Петербург,13378.0,89.00000000000001
14,4899000.0,42.0,2019-03-07T00:00:00,1,2.7,17.0,21.0,9,False,False,False,11.9,0.0,Санкт-Петербург,13390.0,19.0
1,5300000.0,59.0,2018-02-08T00:00:00,2,3.0,5.0,36.0,1,False,False,False,8.0,0.0,Санкт-Петербург,8535.0,7.0
6,1550000.0,48.6,2016-06-16T00:00:00,2,,5.0,28.0,4,False,False,False,6.0,0.0,Луга,,877.0
3,4700000.0,51.0,2017-01-23T00:00:00,2,3.2,5.0,35.0,1,False,False,False,8.0,0.0,Санкт-Петербург,3250.0,365.00000000000006
9,11200000.0,112.6,2017-04-26T00:00:00,3,,5.0,68.7,2,False,False,False,11.0,0.0,Санкт-Петербург,3712.0,29.0
4,18000000.0,100.0,2017-09-27T00:00:00,3,3.0,15.0,49.0,12,False,False,False,16.0,1.0,Санкт-Петербург,5881.0,536.0
10,10150000.0,70.0,2018-02-01T00:00:00,2,2.7,20.0,37.4,7,False,False,False,13.05,2.0,Санкт-Петербург,10430.0,350.00000000000006
9,3500000.0,42.0,2016-05-26T00:00:00,3,,5.0,31.0,2,False,False,False,6.0,1.0,Санкт-Петербург,15639.0,143.0
2,4000000.0,58.0,2019-02-28T00:00:00,2,2.53,10.0,20.0,9,False,False,False,11.0,0.0,деревня Старая,,36.0
4,5150000.0,43.4,2016-04-25T00:00:00,1,2.8,10.0,18.0,2,False,False,False,13.0,2.0,Санкт-Петербург,5299.0,62.0
5,9000000.0,90.0,2019-04-02T00:00:00,3,3.3,7.0,47.0,4,False,False,False,17.0,0.0,Санкт-Петербург,5538.0,
7,4490000.0,62.2,2017-07-18T00:00:00,3,,9.0,39.6,9,False,False,False,9.4,0.0,Санкт-Петербург,15598.0,103.0
8,3100000.0,48.8,2017-05-12T00:00:00,1,,6.0,28.9,1,False,False,False,12.1,0.0,Санкт-Петербург,3082.0,80.0
18,3195000.0,30.0,2018-04-06T00:00:00,1,,17.0,14.0,10,False,False,False,8.0,0.0,посёлок Мурино,,45.00000000000001
8,3150000.0,29.0,2017-03-06T00:00:00,1,,9.0,15.2,1,False,False,False,6.1,0.0,Санкт-Петербург,12199.0,121.0
12,2900000.0,46.0,2018-12-13T00:00:00,2,2.5,9.0,30.0,5,False,False,False,7.0,0.0,Тосно,,134.0
4,3750000.0,37.0,2018-02-05T00:00:00,1,,22.0,17.0,16,False,False,False,9.0,0.0,Санкт-Петербург,12015.0,31.0
13,3150000.0,32.8,2017-05-17T00:00:00,1,,15.0,18.0,11,False,False,False,,0.0,Санкт-Петербург,11746.0,61.0
16,28000000.0,188.0,2015-06-09T00:00:00,5,3.4,6.0,139.0,5,False,False,False,,0.0,Санкт-Петербург,3771.0,1395.0000000000002
18,10599999.0,104.9,2019-02-18T00:00:00,3,,5.0,57.8,2,False,False,False,21.3,0.0,Санкт-Петербург,3223.0,
9,4880000.0,55.9,2018-03-04T00:00:00,2,,23.0,28.0,7,False,False,False,18.7,0.0,Санкт-Петербург,17417.0,134.0
0,4300000.0,71.0,2017-03-22T00:00:00,3,,9.0,42.6,1,False,False,False,8.0,2.0,Всеволожск,,272.0
7,9800000.0,84.0,2017-12-14T00:00:00,3,,20.0,47.0,6,False,False,False,14.0,1.0,Санкт-Петербург,12176.0,39.0
16,17500000.0,60.6,2017-11-09T00:00:00,2,2.95,8.0,33.1,3,False,False,False,12.4,0.0,Санкт-Петербург,5331.0,12.000000000000002
10,1310000.0,65.6,2019-02-22T00:00:00,3,,5.0,42.0,4,False,False,False,7.5,0.0,Бокситогорск,,
24,7000000.0,57.8,2017-11-11T00:00:00,2,2.7,24.0,32.0,22,False,False,False,11.5,2.0,Санкт-Петербург,14150.0,27.0
16,4700000.0,34.1,2018-10-29T00:00:00,1,2.6,21.0,18.1,16,False,False,False,9.4,0.0,Санкт-Петербург,11649.0,105.0
19,4650000.0,38.3,2018-11-02T00:00:00,1,2.65,12.0,19.9,7,False,False,False,10.1,0.0,Санкт-Петербург,11791.0,97.0
17,9600000.0,87.5,2017-11-10T00:00:00,3,2.5,15.0,60.0,8,False,False,False,8.8,1.0,Санкт-Петербург,8212.0,63.0
7,6390000.0,54.9,2018-01-19T00:00:00,3,2.6,12.0,31.0,10,False,False,False,11.0,1.0,Санкт-Петербург,20817.0,4.0
24,18900000.0,131.0,2016-10-21T00:00:00,3,,22.0,78.6,21,False,False,False,18.1,2.0,Санкт-Петербург,12078.0,352.00000000000006
14,5400000.0,41.1,2019-02-24T00:00:00,1,,16.0,21.6,14,False,False,False,9.4,0.0,Санкт-Петербург,13845.0,15.0
7,3490000.0,32.4,2018-11-22T00:00:00,1,2.5,9.0,17.9,7,False,False,False,6.2,0.0,Санкт-Петербург,16890.0,8.0
16,11000000.0,79.0,2019-01-30T00:00:00,3,3.0,6.0,52.4,6,False,False,False,8.7,0.0,Санкт-Петербург,4487.0,
16,9200000.0,92.5,2018-01-20T00:00:00,2,,25.0,34.1,6,False,False,False,29.4,0.0,Санкт-Петербург,9289.0,165.0
4,4840000.0,38.0,2019-03-26T00:00:00,1,2.75,27.0,14.5,6,False,False,False,11.0,1.0,Санкт-Петербург,15076.0,
5,6464000.0,80.8,2017-09-09T00:00:00,3,,23.0,47.6,12,False,False,False,10.2,5.0,деревня Кудрово,,4.0
19,2000000.0,33.2,2016-03-30T00:00:00,1,,5.0,17.2,3,False,False,False,7.8,0.0,Никольское,,
20,4150000.0,44.0,2018-06-14T00:00:00,2,2.5,9.0,27.0,9,False,False,False,6.3,2.0,Санкт-Петербург,11982.0,133.0
8,3950000.0,43.4,2018-11-11T00:00:00,2,2.6,9.0,25.9,9,False,False,False,8.1,1.0,посёлок Шушары,30368.0,
20,8700000.0,46.0,2019-04-18T00:00:00,1,2.75,19.0,17.3,18,False,False,False,17.5,2.0,Санкт-Петербург,15486.0,
6,12000000.0,83.0,2017-12-08T00:00:00,2,,7.0,28.0,5,False,False,False,26.0,0.0,Санкт-Петербург,1589.0,507.0
1,4500000.0,42.0,2018-03-23T00:00:00,1,,14.0,,8,False,False,False,,0.0,деревня Кудрово,,60.0
11,3629000.0,40.0,2018-05-30T00:00:00,1,2.65,9.0,20.0,5,False,False,False,10.0,0.0,Санкт-Петербург,13222.0,143.0
9,3990000.0,41.0,2017-12-14T00:00:00,2,2.65,6.0,25.0,6,False,False,False,10.0,0.0,Санкт-Петербург,5945.0,7.0
4,2450000.0,26.0,2016-07-05T00:00:00,1,,24.0,17.0,18,False,False,False,,2.0,Санкт-Петербург,18654.0,13.0
11,8500000.0,94.7,2017-04-24T00:00:00,3,,3.0,62.6,2,False,False,False,9.1,0.0,Санкт-Петербург,3232.0,115.0
14,6599000.0,72.2,2018-10-05T00:00:00,2,2.71,3.0,43.9,3,False,False,False,14.7,0.0,Санкт-Петербург,3671.0,102.0
11,3250000.0,29.6,2018-12-12T00:00:00,1,2.6,9.0,15.8,5,False,False,False,7.0,0.0,Санкт-Петербург,15826.0,30.0
14,5600000.0,38.0,2017-09-02T00:00:00,1,,23.0,25.0,4,False,False,False,,0.0,Санкт-Петербург,16268.0,120.0
9,3950000.0,32.0,2016-02-01T00:00:00,1,,5.0,18.0,4,False,False,False,5.0,0.0,Санкт-Петербург,8448.0,169.0
15,26500000.0,162.0,2015-06-11T00:00:00,3,4.0,5.0,94.8,4,False,False,False,23.0,0.0,Санкт-Петербург,5294.0,578.0
8,2450000.0,55.2,2016-06-06T00:00:00,3,2.5,5.0,41.1,4,False,False,False,6.2,0.0,Светогорск,,42.0
1,13833930.0,81.0,2018-01-12T00:00:00,2,,5.0,33.0,4,False,False,False,15.0,0.0,Санкт-Петербург,16114.0,294.0
19,4750000.0,45.0,2019-02-22T00:00:00,2,2.5,12.0,14.0,8,False,False,False,20.0,0.0,Кудрово,,
18,4700000.0,43.9,2019-04-15T00:00:00,2,,9.0,27.4,4,False,False,False,6.7,0.0,Санкт-Петербург,11559.0,
10,3400000.0,63.0,2017-07-29T00:00:00,3,,5.0,45.0,4,False,False,False,6.5,0.0,деревня Старая,,34.0
6,4500000.0,34.7,2016-06-24T00:00:00,1,2.7,25.0,16.2,17,False,False,False,8.7,1.0,Санкт-Петербург,11477.0,60.0
9,4800000.0,45.3,2018-08-22T00:00:00,2,2.5,5.0,27.3,3,False,False,False,7.2,1.0,Санкт-Петербург,14921.0,67.0
10,6200000.0,64.4,2015-06-23T00:00:00,3,,9.0,43.1,9,False,False,False,8.6,0.0,Санкт-Петербург,14409.0,1095.0
8,4630000.0,45.0,2018-02-25T00:00:00,2,,9.0,27.0,9,False,False,False,12.0,0.0,Санкт-Петербург,10667.0,13.0
19,3990000.0,51.0,2017-12-24T00:00:00,3,3.0,5.0,,2,False,False,False,,0.0,Красное Село,28958.0,45.00000000000001
2,2050000.0,22.5,2017-07-12T00:00:00,1,,24.0,15.5,5,False,False,False,,0.0,посёлок Мурино,,44.00000000000001
0,2700000.0,36.0,2017-10-03T00:00:00,1,,10.0,17.0,2,False,False,False,9.0,0.0,Колпино,33764.0,15.0
5,2600000.0,32.2,2017-11-10T00:00:00,1,,4.0,17.2,4,False,False,False,6.0,1.0,Петергоф,29855.0,7.0
7,2630000.0,34.0,2018-02-02T00:00:00,1,2.6,6.0,16.7,1,False,False,False,9.4,0.0,посёлок Шушары,29672.0,24.000000000000004
20,15300000.0,92.2,2019-03-14T00:00:00,3,4.0,4.0,55.8,4,False,False,False,14.8,1.0,Сестрорецк,35051.0,
13,1100000.0,31.0,2017-11-20T00:00:00,1,2.7,5.0,18.0,2,False,False,False,6.0,1.0,Сясьстрой,,176.00000000000003
8,3800000.0,41.0,2016-06-22T00:00:00,1,,16.0,19.0,10,False,False,False,10.0,2.0,Санкт-Петербург,12807.0,523.0
0,6690000.0,65.0,2017-12-15T00:00:00,2,2.75,25.0,30.5,22,False,False,False,10.3,1.0,Санкт-Петербург,15658.0,244.0
14,2880000.0,41.83,2017-11-10T00:00:00,2,,5.0,28.7,4,False,False,False,5.5,0.0,Колпино,30275.0,15.0
14,2550000.0,45.0,2017-11-01T00:00:00,2,2.53,4.0,30.3,1,False,False,False,6.5,0.0,городской посёлок Мга,,145.0
13,5390000.0,54.0,2018-08-19T00:00:00,3,2.5,5.0,35.2,3,False,False,False,7.0,0.0,Санкт-Петербург,14261.0,
10,3392333.0,34.51,2018-10-01T00:00:00,1,,5.0,15.0,4,False,False,False,,0.0,Санкт-Петербург,25865.0,145.0
9,3300000.0,54.2,2018-01-22T00:00:00,2,,3.0,28.2,3,False,False,False,15.0,2.0,посёлок городского типа Тайцы,,71.0
3,3550000.0,31.0,2018-08-30T00:00:00,1,2.5,9.0,17.0,9,False,False,False,9.0,1.0,Санкт-Петербург,13715.0,48.00000000000001
10,5750000.0,60.9,2018-10-03T00:00:00,3,2.5,12.0,41.6,12,False,False,False,7.0,0.0,Санкт-Петербург,11690.0,63.0
9,10000000.0,96.9,2019-02-11T00:00:00,4,2.9,5.0,60.9,3,False,False,False,,0.0,Санкт-Петербург,4761.0,
15,1300000.0,40.0,2019-01-12T00:00:00,2,,5.0,28.0,4,False,False,False,6.0,1.0,Сясьстрой,,
0,8300000.0,66.8,2016-04-19T00:00:00,3,2.6,14.0,43.6,5,False,False,False,11.0,1.0,Санкт-Петербург,13874.0,379.00000000000006
8,3500000.0,27.2,2019-04-29T00:00:00,1,2.8,4.0,12.1,4,False,False,False,6.7,0.0,Санкт-Петербург,2846.0,
8,9300000.0,84.0,2017-08-19T00:00:00,3,2.58,14.0,62.0,7,False,False,False,14.5,1.0,Санкт-Петербург,16464.0,141.0
10,1350000.0,72.0,2018-10-14T00:00:00,3,2.5,5.0,42.0,2,False,False,False,8.5,0.0,Сланцы,,45.00000000000001
10,7800000.0,82.0,2018-03-15T00:00:00,3,3.0,5.0,56.0,4,False,False,False,9.0,0.0,Санкт-Петербург,5605.0,19.0
9,4500000.0,44.3,2019-04-24T00:00:00,2,2.5,5.0,30.1,3,False,False,False,6.7,1.0,Санкт-Петербург,11831.0,
9,5400000.0,57.2,2018-11-25T00:00:00,3,2.55,5.0,39.3,4,False,False,False,6.1,2.0,Санкт-Петербург,15980.0,
0,3200000.0,71.0,2017-12-11T00:00:00,3,2.5,5.0,43.0,1,False,False,False,8.0,0.0,поселок городского типа Рощино,,105.0
11,3429000.0,41.4,2018-06-27T00:00:00,1,2.75,17.0,16.5,5,False,False,False,11.7,0.0,Санкт-Петербург,14843.0,70.0
0,3200000.0,48.0,2018-12-16T00:00:00,1,,4.0,25.0,2,False,False,False,9.0,0.0,посёлок Металлострой,27803.0,60.0
14,3950000.0,48.6,2018-03-22T00:00:00,2,,9.0,,9,False,False,False,,0.0,посёлок Шушары,29754.0,45.00000000000001
10,4100000.0,43.2,2018-09-24T00:00:00,1,2.6,29.0,14.35,18,False,False,False,14.4,2.0,посёлок Парголово,19942.0,45.00000000000001
6,2450000.0,39.3,2017-09-13T00:00:00,1,2.7,9.0,19.9,7,False,False,False,10.6,1.0,деревня Старая,,226.0
9,5295000.0,53.7,2018-03-20T00:00:00,1,,26.0,28.0,17,False,False,False,14.3,1.0,Санкт-Петербург,18194.0,21.0
12,6900000.0,47.6,2015-07-22T00:00:00,2,,5.0,28.2,5,False,False,False,8.2,0.0,Санкт-Петербург,472.0,398.0
4,5950000.0,74.1,2017-06-15T00:00:00,4,,9.0,50.7,7,False,False,False,6.5,0.0,Санкт-Петербург,13590.0,222.0
16,40000000.0,220.0,2017-11-12T00:00:00,4,2.94,5.0,130.3,2,False,False,False,36.5,0.0,Санкт-Петербург,10084.0,89.00000000000001
14,5300000.0,41.8,2018-07-30T00:00:00,1,2.8,25.0,21.3,9,False,False,False,12.3,2.0,Санкт-Петербург,16921.0,252.0
9,3700000.0,29.2,2019-04-04T00:00:00,1,2.56,9.0,15.2,7,False,False,False,6.7,0.0,Санкт-Петербург,12147.0,9.0
8,3600000.0,80.0,2018-11-08T00:00:00,2,,9.0,,1,False,False,False,9.0,0.0,Тихвин,,
7,13200000.0,156.0,2017-02-16T00:00:00,5,3.4,3.0,,3,False,False,False,,0.0,Санкт-Петербург,6188.0,316.0
10,3300000.0,57.9,2019-03-11T00:00:00,3,2.5,12.0,,1,False,False,False,6.0,0.0,Кириши,,
6,9700000.0,68.2,2017-10-05T00:00:00,2,2.8,12.0,33.4,4,False,False,False,12.2,1.0,Санкт-Петербург,13265.0,138.0
13,4700000.0,62.2,2017-08-18T00:00:00,2,2.65,15.0,33.8,8,False,False,False,10.7,1.0,посёлок Парголово,24301.0,179.00000000000003
1,18120000.0,150.0,2018-10-02T00:00:00,4,,4.0,,3,False,False,False,,0.0,Санкт-Петербург,5579.0,56.0
8,3500000.0,30.6,2019-04-23T00:00:00,1,,5.0,18.0,5,False,False,False,6.5,0.0,Санкт-Петербург,11549.0,
9,7399000.0,70.9,2016-04-04T00:00:00,3,,13.0,38.7,9,False,False,False,11.7,0.0,Санкт-Петербург,12863.0,150.0
8,6990000.0,77.2,2019-03-20T00:00:00,4,2.55,9.0,51.4,5,False,False,False,11.3,0.0,Санкт-Петербург,15497.0,
12,1750000.0,40.0,2019-03-21T00:00:00,1,2.5,5.0,17.2,5,False,False,False,8.4,2.0,посёлок Победа,,
6,3850000.0,31.9,2018-08-16T00:00:00,1,2.6,9.0,15.8,7,False,False,False,8.5,0.0,Санкт-Петербург,12364.0,63.0
4,4779000.0,53.1,2016-05-16T00:00:00,1,,13.0,19.8,6,True,False,False,15.9,2.0,Санкт-Петербург,4516.0,60.0
1,1640000.0,23.98,2015-08-25T00:00:00,1,,,,1,False,False,False,,0.0,посёлок Щеглово,34085.0,378.00000000000006
9,4100000.0,43.0,2017-06-10T00:00:00,2,,5.0,28.0,3,False,False,False,5.5,0.0,Санкт-Петербург,11263.0,117.0
12,3990000.0,47.5,2016-06-20T00:00:00,1,,4.0,26.5,2,False,False,False,13.5,0.0,Гатчина,,582.0
8,4550000.0,35.8,2018-03-13T00:00:00,1,2.7,7.0,18.2,7,False,False,False,6.2,1.0,Санкт-Петербург,9164.0,313.0
18,4900000.0,63.7,2019-03-17T00:00:00,2,,5.0,39.2,2,False,False,False,10.0,0.0,Сертолово,,
19,6000000.0,41.6,2018-05-04T00:00:00,1,2.77,14.0,17.7,11,False,False,False,12.4,1.0,Санкт-Петербург,16186.0,
2,5730000.0,60.15,2016-01-14T00:00:00,2,,25.0,30.3,2,False,False,False,11.3,0.0,Санкт-Петербург,11827.0,955.0
4,4045000.0,41.8,2018-11-05T00:00:00,1,2.75,23.0,18.9,9,False,False,False,8.4,1.0,Санкт-Петербург,17071.0,16.0
0,2900000.0,38.0,2018-09-06T00:00:00,1,2.7,5.0,17.1,3,False,False,False,10.5,0.0,Всеволожск,,24.000000000000004
6,8300000.0,71.1,2018-12-13T00:00:00,2,2.85,25.0,37.2,8,False,False,False,13.6,1.0,Санкт-Петербург,11870.0,107.0
7,4100000.0,42.0,2016-04-14T00:00:00,2,,12.0,29.0,1,False,False,False,6.3,0.0,Санкт-Петербург,10396.0,130.0
5,3830000.0,33.52,2019-04-19T00:00:00,1,,18.0,13.89,3,False,False,False,7.92,0.0,Мурино,,
12,7950000.0,65.0,2018-06-16T00:00:00,2,,16.0,38.9,13,False,False,False,10.7,0.0,Санкт-Петербург,11285.0,210.0
18,4990000.0,97.2,2017-05-15T00:00:00,3,2.8,25.0,52.4,20,False,False,False,15.8,2.0,Санкт-Петербург,15142.0,13.0
5,4850000.0,37.4,2019-03-02T00:00:00,1,,,,7,False,False,False,,0.0,Санкт-Петербург,,
14,9500000.0,49.12,2017-12-20T00:00:00,1,,10.0,15.65,10,False,False,False,17.5,1.0,Санкт-Петербург,12462.0,157.0
11,4000000.0,52.0,2018-11-05T00:00:00,2,2.75,10.0,30.0,1,False,False,False,10.0,2.0,посёлок Тельмана,,45.00000000000001
6,6990000.0,80.0,2016-12-30T00:00:00,3,,12.0,47.0,2,False,False,False,15.0,0.0,Санкт-Петербург,11692.0,280.0
8,10700000.0,60.0,2017-04-03T00:00:00,2,3.1,5.0,31.6,2,False,False,False,12.5,0.0,Санкт-Петербург,4341.0,684.0
15,6700000.0,41.82,2018-11-22T00:00:00,1,,14.0,17.03,14,False,False,False,,0.0,Санкт-Петербург,4358.0,26.0
5,7257317.0,49.81,2017-02-03T00:00:00,1,2.8,10.0,21.65,10,False,False,False,13.53,1.0,Санкт-Петербург,10720.0,248.0
4,3700000.0,49.0,2016-06-14T00:00:00,4,,5.0,37.6,2,False,False,False,5.6,0.0,Санкт-Петербург,12537.0,45.00000000000001
13,3000000.0,32.4,2018-07-12T00:00:00,1,2.6,9.0,17.1,1,False,False,False,7.4,0.0,Санкт-Петербург,14761.0,188.00000000000003
16,7500000.0,77.0,2018-03-26T00:00:00,3,3.25,5.0,44.0,1,False,False,False,20.0,0.0,Санкт-Петербург,10418.0,263.0
5,5400000.0,63.0,2016-12-23T00:00:00,3,3.2,5.0,41.0,5,False,False,False,9.1,0.0,Санкт-Петербург,3250.0,328.0
15,4600000.0,49.5,2018-10-12T00:00:00,2,2.5,9.0,30.0,5,False,False,False,6.0,1.0,Санкт-Петербург,14931.0,62.0
20,4800000.0,56.3,2017-10-23T00:00:00,3,2.55,9.0,39.5,9,False,False,False,6.2,0.0,Санкт-Петербург,15643.0,
10,1550000.0,53.3,2018-08-24T00:00:00,2,2.5,5.0,29.6,1,False,False,False,8.3,1.0,посёлок городского типа Кузнечное,,
14,4650000.0,60.3,2017-12-12T00:00:00,2,2.5,10.0,29.6,10,False,False,False,11.9,0.0,Сертолово,,
11,5260000.0,37.0,2017-05-04T00:00:00,1,,18.0,16.8,12,False,False,False,8.8,2.0,Санкт-Петербург,8092.0,64.0
10,4500000.0,60.0,2015-05-24T00:00:00,3,,5.0,44.0,5,False,False,False,6.0,0.0,Санкт-Петербург,13787.0,663.0
5,5966000.0,62.8,2018-01-01T00:00:00,2,2.8,7.0,27.0,5,False,False,False,10.2,2.0,Сестрорецк,34775.0,11.000000000000002
17,7800000.0,61.0,2018-11-05T00:00:00,2,2.5,6.0,39.0,2,False,False,False,9.0,0.0,Санкт-Петербург,5517.0,80.0
12,7980000.0,80.0,2017-12-14T00:00:00,3,3.15,5.0,59.0,4,False,False,False,9.6,1.0,Санкт-Петербург,9004.0,70.0
11,4500000.0,56.3,2017-12-15T00:00:00,3,2.6,5.0,38.8,2,False,False,False,6.1,0.0,Санкт-Петербург,11663.0,67.0
1,2500000.0,36.5,2017-06-20T00:00:00,1,,27.0,17.0,23,False,False,False,9.0,2.0,посёлок Мурино,,238.0
4,3250000.0,31.4,2016-05-18T00:00:00,1,2.7,24.0,23.2,17,False,False,False,,0.0,Санкт-Петербург,12790.0,115.0
4,3725000.0,36.65,2018-05-27T00:00:00,2,2.7,18.0,11.15,3,False,False,False,15.69,2.0,посёлок Шушары,19265.0,105.0
6,1550000.0,65.7,2018-02-08T00:00:00,3,2.5,9.0,42.5,1,False,False,False,10.0,0.0,Светогорск,,131.0
6,4800000.0,105.0,2016-02-04T00:00:00,4,3.6,6.0,,6,False,False,False,9.0,0.0,Выборг,,675.0
15,5500000.0,44.9,2018-01-19T00:00:00,1,2.7,24.0,15.0,9,False,False,False,10.0,2.0,Санкт-Петербург,16268.0,61.0
8,5200000.0,56.0,2019-03-16T00:00:00,2,,18.0,,6,False,False,False,10.0,2.0,посёлок Металлострой,26980.0,3.0000000000000004
8,2765000.0,62.0,2014-12-23T00:00:00,2,2.77,9.0,32.0,9,False,False,False,10.0,2.0,Коммунар,,816.0
17,13500000.0,128.0,2017-09-10T00:00:00,3,3.26,7.0,87.0,7,False,False,False,10.0,1.0,Санкт-Петербург,3110.0,189.00000000000003
20,6300000.0,59.0,2017-04-29T00:00:00,2,2.7,17.0,29.3,2,False,False,False,12.4,2.0,Санкт-Петербург,12628.0,225.0
6,5250000.0,80.0,2017-10-13T00:00:00,3,2.63,9.0,47.6,6,False,False,False,12.3,1.0,посёлок Шушары,31092.0,36.0
7,3430000.0,40.3,2017-05-26T00:00:00,1,,10.0,18.4,4,False,False,False,10.8,1.0,посёлок Шушары,17424.0,669.0
