children,dob_years,education,family_status,gender,income_type,debt,total_income,purpose,purpose_lemm
1,35,Высшее,Женат / замужем,M,Компаньон,0,538643.6731779749,на покупку автомобиля,Автомобиль
0,25,Высшее,Гражданский брак,F,Сотрудник,0,283288.6474511915,сыграть свадьбу,Свадьба
0,41,Среднее,Женат / замужем,M,Компаньон,0,431674.4403128013,покупка жилья для сдачи,Недвижимость
0,59,Среднее,Женат / замужем,M,Сотрудник,0,211747.9527398814,покупка жилья,Недвижимость
2,29,Среднее,Женат / замужем,F,Сотрудник,0,66688.13006181353,заняться высшим образованием,Образование
0,56,Высшее,Вдовец / вдова,F,Госслужащий,0,113461.9631098924,высшее образование,Образование
0,47,Среднее,Женат / замужем,F,Сотрудник,0,223785.6082719609,покупка жилья для семьи,Недвижимость
1,39,Среднее,Женат / замужем,M,Сотрудник,0,,на покупку своего автомобиля,Автомобиль
0,51,Среднее,Женат / замужем,F,Сотрудник,0,149807.97305181227,профильное образование,Образование
0,67,Среднее,Женат / замужем,F,Пенсионер,0,115213.78321942424,сделка с подержанным автомобилем,Автомобиль
0,43,Среднее,В разводе,F,Сотрудник,0,,сделка с подержанным автомобилем,Автомобиль
0,56,Среднее,Женат / замужем,F,Пенсионер,0,114807.94791663204,на покупку автомобиля,Автомобиль
0,61,Среднее,Гражданский брак,F,Пенсионер,0,89058.52140202883,на проведение свадьбы,Свадьба
0,49,Высшее,Женат / замужем,F,Сотрудник,0,213968.3807890875,получение дополнительного образования,Образование
0,53,Высшее,Женат / замужем,M,Компаньон,0,340806.480825859,покупка коммерческой недвижимости,Недвижимость
0,50,Среднее,Гражданский брак,F,Сотрудник,0,127240.9194863578,свадьба,Свадьба
0,25,Среднее,Гражданский брак,F,Сотрудник,0,142894.9054922371,сыграть свадьбу,Свадьба
3,31,Высшее,Женат / замужем,F,Компаньон,0,226502.76066311685,строительство недвижимости,Недвижимость
1,33,Высшее,В разводе,F,Сотрудник,0,205886.33005409155,свой автомобиль,Автомобиль
2,36,Среднее,Гражданский брак,M,Сотрудник,0,155550.9668080926,сыграть свадьбу,Свадьба
0,53,Среднее,Женат / замужем,F,Сотрудник,0,115890.19997203635,заняться образованием,Образование
1,57,Среднее,Вдовец / вдова,F,Пенсионер,0,228300.32650032308,на покупку автомобиля,Автомобиль
1,29,Среднее,Женат / замужем,M,Компаньон,0,157311.55071619456,операции со своей недвижимостью,Недвижимость
1,48,Среднее,Гражданский брак,F,Сотрудник,0,169651.84722156034,получение высшего образования,Образование
3,29,Среднее,Женат / замужем,F,Компаньон,0,128396.86183260952,операции со своей недвижимостью,Недвижимость
1,37,Среднее,Женат / замужем,F,Сотрудник,0,185256.96243486585,покупка недвижимости,Недвижимость
0,52,Среднее,Женат / замужем,F,Пенсионер,0,123502.83951906682,операции с недвижимостью,Недвижимость
0,59,Высшее,Женат / замужем,F,Пенсионер,0,71861.59280582075,профильное образование,Образование
0,48,Среднее,Женат / замужем,F,Сотрудник,0,114953.4949605648,покупка жилья для семьи,Недвижимость
2,34,Среднее,Женат / замужем,F,Госслужащий,0,96654.45911409966,покупка своего жилья,Недвижимость
0,24,Среднее,Не женат / не замужем,F,Сотрудник,0,66625.4331355585,сделка с автомобилем,Автомобиль
1,29,Среднее,Женат / замужем,M,Сотрудник,0,108338.30618842976,строительство жилой недвижимости,Недвижимость
0,65,Высшее,Женат / замужем,M,Госслужащий,1,79321.69546456501,покупка своего жилья,Недвижимость
0,42,Среднее,Женат / замужем,M,Компаньон,1,248041.3174690041,на покупку своего автомобиля,Автомобиль
1,49,Высшее,Женат / замужем,M,Пенсионер,0,189658.1550833714,строительство жилой недвижимости,Недвижимость
0,57,Высшее,Женат / замужем,M,Пенсионер,0,142668.1987991062,недвижимость,Недвижимость
1,30,Высшее,Женат / замужем,F,Компаньон,0,138207.94802623143,строительство собственной недвижимости,Недвижимость
0,48,Среднее,Женат / замужем,F,Госслужащий,0,51162.642387064494,операции с коммерческой недвижимостью,Недвижимость
0,62,Среднее,Не женат / не замужем,M,Сотрудник,0,93809.59206451535,операции с коммерческой недвижимостью,Недвижимость
1,23,Среднее,Гражданский брак,F,Компаньон,0,98402.01623994124,покупка своего жилья,Недвижимость
0,66,Среднее,Женат / замужем,M,Пенсионер,0,62137.77896418173,свой автомобиль,Автомобиль
0,65,Высшее,Женат / замужем,M,Госслужащий,0,66112.97865923912,покупка коммерческой недвижимости,Недвижимость
0,61,Среднее,Вдовец / вдова,F,Компаньон,0,,покупка недвижимости,Недвижимость
1,61,Среднее,Женат / замужем,M,Пенсионер,0,137053.90957705982,получение дополнительного образования,Образование
1,45,Высшее,Женат / замужем,F,Госслужащий,0,181566.43168262992,покупка жилья для семьи,Недвижимость
0,52,Среднее,Женат / замужем,M,Сотрудник,0,203290.08421103927,дополнительное образование,Образование
0,47,Высшее,Женат / замужем,F,Сотрудник,0,145149.37083125894,операции с недвижимостью,Недвижимость
1,49,Среднее,Женат / замужем,M,Сотрудник,0,272974.2514086593,операции с коммерческой недвижимостью,Недвижимость
0,20,Неоконченное высшее,Не женат / не замужем,F,Сотрудник,0,86927.44632254288,свой автомобиль,Автомобиль
1,38,Среднее,Женат / замужем,M,Сотрудник,0,124039.20542054209,получение образования,Образование
0,46,Среднее,Гражданский брак,M,Компаньон,0,135181.8782021406,на проведение свадьбы,Свадьба
0,54,Среднее,Женат / замужем,F,Сотрудник,0,69914.01588434746,свой автомобиль,Автомобиль
0,44,Высшее,Женат / замужем,M,Сотрудник,1,91894.27516305105,операции со своей недвижимостью,Недвижимость
0,65,Среднее,Женат / замужем,F,Пенсионер,0,134505.62471890153,дополнительное образование,Образование
0,65,Среднее,Женат / замужем,F,Пенсионер,0,,строительство собственной недвижимости,Недвижимость
0,51,Высшее,Не женат / не замужем,M,Компаньон,1,331354.7975440255,покупка жилья для семьи,Недвижимость
1,47,Среднее,Женат / замужем,M,Компаньон,0,177571.40774108426,высшее образование,Образование
0,48,Среднее,Женат / замужем,M,Сотрудник,0,172957.65677884914,покупка жилья для сдачи,Недвижимость
0,64,Среднее,Женат / замужем,F,Пенсионер,0,212555.93065161325,строительство собственной недвижимости,Недвижимость
1,41,Среднее,Женат / замужем,F,Компаньон,0,116908.48398603164,операции с недвижимостью,Недвижимость
0,29,Среднее,Женат / замужем,M,Сотрудник,0,203741.67052461105,операции с жильем,Недвижимость
0,58,Среднее,Гражданский брак,F,Пенсионер,0,,сыграть свадьбу,Свадьба
1,59,Среднее,Женат / замужем,M,Сотрудник,0,168242.4532931532,сделка с подержанным автомобилем,Автомобиль
0,26,Среднее,Женат / замужем,M,Компаньон,0,184186.54693117485,на покупку автомобиля,Автомобиль
0,34,Среднее,Не женат / не замужем,M,Компаньон,0,245413.187018702,на покупку автомобиля,Автомобиль
0,48,Среднее,В разводе,F,Сотрудник,0,104480.09041371373,профильное образование,Образование
0,46,Среднее,Гражданский брак,F,Сотрудник,0,134425.0204194193,недвижимость,Недвижимость
2,41,Среднее,Женат / замужем,F,Компаньон,0,128799.24567893369,операции со своей недвижимостью,Недвижимость
0,28,Неоконченное высшее,Гражданский брак,M,Сотрудник,0,166389.05080228837,операции с недвижимостью,Недвижимость
0,64,Среднее,Женат / замужем,F,Пенсионер,0,197074.065277034,операции с недвижимостью,Недвижимость
2,29,Среднее,Женат / замужем,F,Компаньон,0,144265.7551925244,покупка жилья для семьи,Недвижимость
0,52,Среднее,Женат / замужем,M,Сотрудник,0,134938.7497633343,операции со своей недвижимостью,Недвижимость
0,39,Среднее,Гражданский брак,F,Сотрудник,0,94862.07749928864,сыграть свадьбу,Свадьба
0,52,Среднее,Женат / замужем,F,Пенсионер,0,182355.00664044512,операции с недвижимостью,Недвижимость
1,44,Среднее,Женат / замужем,F,Сотрудник,0,159794.9031426057,покупка жилья,Недвижимость
0,35,Среднее,Гражданский брак,F,Сотрудник,0,73496.29103265237,покупка коммерческой недвижимости,Недвижимость
1,35,Высшее,Гражданский брак,F,Сотрудник,0,52119.02639669508,свадьба,Свадьба
0,44,Среднее,Гражданский брак,F,Сотрудник,0,158795.08957438188,строительство собственной недвижимости,Недвижимость
0,48,Среднее,Гражданский брак,F,Сотрудник,0,80986.05938950925,на проведение свадьбы,Свадьба
1,24,Неоконченное высшее,Гражданский брак,F,Сотрудник,0,168333.96113302934,сыграть свадьбу,Свадьба
1,27,Среднее,Женат / замужем,M,Сотрудник,0,103713.50938128609,покупка жилья,Недвижимость
0,46,Высшее,Женат / замужем,F,Сотрудник,0,419160.27537352033,покупка недвижимости,Недвижимость
0,42,Среднее,В разводе,F,Компаньон,0,162638.6093733834,покупка жилья,Недвижимость
0,44,Высшее,Женат / замужем,F,Сотрудник,0,301723.05856850854,высшее образование,Образование
0,39,Среднее,Гражданский брак,M,Сотрудник,0,244290.0527416891,на покупку своего автомобиля,Автомобиль
1,43,Среднее,Женат / замужем,F,Сотрудник,0,141910.37339038658,строительство недвижимости,Недвижимость
0,53,Высшее,Женат / замужем,F,Пенсионер,0,185526.0040823379,покупка жилья для семьи,Недвижимость
0,55,Среднее,Гражданский брак,M,Сотрудник,0,201642.7894679781,на проведение свадьбы,Свадьба
0,57,Среднее,Гражданский брак,M,Сотрудник,1,221102.53738468228,на покупку своего автомобиля,Автомобиль
0,58,Высшее,Женат / замужем,F,Пенсионер,1,224659.18353122903,покупка коммерческой недвижимости,Недвижимость
1,42,Высшее,Женат / замужем,M,Госслужащий,0,,покупка жилья,Недвижимость
0,0,Среднее,Женат / замужем,F,Сотрудник,0,386373.63695802353,операции с недвижимостью,Недвижимость
1,36,Среднее,Гражданский брак,F,Сотрудник,0,153331.32765098073,свадьба,Свадьба
3,30,Высшее,Женат / замужем,F,Компаньон,0,158961.0362377785,жилье,Недвижимость
0,40,Высшее,Гражданский брак,F,Сотрудник,0,,сыграть свадьбу,Свадьба
1,31,Высшее,Женат / замужем,M,Госслужащий,0,135597.05164226866,автомобили,Автомобиль
2,49,Высшее,Гражданский брак,M,Компаньон,0,96094.0163191444,свадьба,Свадьба
0,59,Высшее,Женат / замужем,M,Пенсионер,0,115843.21136914213,сделка с автомобилем,Автомобиль
0,64,Среднее,Женат / замужем,F,Сотрудник,0,,операции с недвижимостью,Недвижимость
0,34,Среднее,Женат / замужем,M,Госслужащий,0,339548.9436860352,покупка коммерческой недвижимости,Недвижимость
2,35,Среднее,Женат / замужем,F,Сотрудник,0,110022.46624346588,недвижимость,Недвижимость
0,46,Высшее,Не женат / не замужем,F,Сотрудник,0,,строительство собственной недвижимости,Недвижимость
2,32,Высшее,Женат / замужем,F,Госслужащий,0,144869.45009969312,операции со своей недвижимостью,Недвижимость
0,51,Среднее,В разводе,F,Пенсионер,0,161181.19202078134,покупка недвижимости,Недвижимость
0,25,Высшее,Гражданский брак,F,Сотрудник,0,136854.9600969589,ремонт жилью,Недвижимость
1,40,Высшее,Женат / замужем,F,Компаньон,1,,покупка недвижимости,Недвижимость
1,50,Среднее,В разводе,F,Компаньон,0,101927.00537344645,покупка своего жилья,Недвижимость
0,58,Среднее,Женат / замужем,F,Пенсионер,0,96277.69235619674,покупка жилья,Недвижимость
1,32,Среднее,Женат / замужем,M,Сотрудник,0,67317.566212336,покупка жилья,Недвижимость
1,36,Среднее,Не женат / не замужем,F,Сотрудник,0,128787.26533639929,приобретение автомобиля,Автомобиль
1,53,Среднее,Женат / замужем,M,Сотрудник,0,59269.79363896531,строительство недвижимости,Недвижимость
0,40,Среднее,В разводе,F,Сотрудник,0,103974.92723365672,ремонт жилью,Недвижимость
1,30,Среднее,Женат / замужем,F,Компаньон,0,85813.73839597772,строительство недвижимости,Недвижимость
1,63,Среднее,Гражданский брак,F,Пенсионер,0,132143.87148079532,покупка коммерческой недвижимости,Недвижимость
0,25,Среднее,Гражданский брак,M,Сотрудник,0,103147.4886867551,сыграть свадьбу,Свадьба
1,38,Среднее,Гражданский брак,F,Сотрудник,0,87859.50298999528,операции с недвижимостью,Недвижимость
1,28,Высшее,Гражданский брак,F,Компаньон,0,214678.2869768184,образование,Образование
1,39,Высшее,Женат / замужем,F,Компаньон,0,181059.87112338093,строительство собственной недвижимости,Недвижимость
0,28,Среднее,Не женат / не замужем,M,Сотрудник,0,122453.91400296256,получение дополнительного образования,Образование
2,34,Среднее,Женат / замужем,M,Компаньон,0,156373.37761393082,операции с недвижимостью,Недвижимость
0,67,Высшее,Вдовец / вдова,F,Пенсионер,0,114074.73402364536,операции с коммерческой недвижимостью,Недвижимость
1,42,Среднее,Гражданский брак,F,Сотрудник,0,318564.4882852689,получение дополнительного образования,Образование
1,49,Среднее,Женат / замужем,M,Сотрудник,0,,покупка коммерческой недвижимости,Недвижимость
1,46,Высшее,Гражданский брак,F,Компаньон,0,149291.70552575678,на проведение свадьбы,Свадьба
0,48,Среднее,Женат / замужем,F,Сотрудник,0,202676.72420472905,покупка жилья для семьи,Недвижимость
2,46,Среднее,Женат / замужем,F,Сотрудник,1,,операции со своей недвижимостью,Недвижимость
0,44,Среднее,Гражданский брак,F,Сотрудник,0,118543.63740613197,сыграть свадьбу,Свадьба
0,63,Среднее,Женат / замужем,M,Пенсионер,0,45837.71850931997,покупка жилья для семьи,Недвижимость
2,31,Среднее,Женат / замужем,M,Сотрудник,1,116603.4169389001,заняться высшим образованием,Образование
2,29,Среднее,Гражданский брак,F,Сотрудник,0,179440.7300989566,на проведение свадьбы,Свадьба
0,61,Среднее,Вдовец / вдова,F,Пенсионер,0,74906.60470494334,жилье,Недвижимость
1,23,Неоконченное высшее,Женат / замужем,F,Сотрудник,0,75321.26701013657,приобретение автомобиля,Автомобиль
0,34,Неоконченное высшее,Не женат / не замужем,M,Госслужащий,0,257170.64211202663,профильное образование,Образование
1,39,Среднее,Женат / замужем,M,Компаньон,0,228465.11311121288,получение образования,Образование
0,59,Среднее,Вдовец / вдова,F,Пенсионер,0,124988.89098862588,образование,Образование
2,28,Высшее,Женат / замужем,F,Госслужащий,0,83666.22052873718,покупка жилья для сдачи,Недвижимость
1,31,Высшее,Женат / замужем,F,Компаньон,0,90557.99431106455,получение образования,Образование
0,42,Среднее,Женат / замужем,F,Сотрудник,0,79854.1620329757,высшее образование,Образование
1,38,Среднее,Женат / замужем,M,Сотрудник,0,299005.4364303045,получение образования,Образование
1,38,Среднее,Женат / замужем,F,Сотрудник,0,59147.28451206927,приобретение автомобиля,Автомобиль
0,23,Высшее,Женат / замужем,F,Компаньон,0,146500.0575011244,строительство собственной недвижимости,Недвижимость
1,29,Высшее,Женат / замужем,F,Сотрудник,0,141982.59959838065,свой автомобиль,Автомобиль
1,35,Среднее,Женат / замужем,M,Сотрудник,0,174962.9333265501,строительство недвижимости,Недвижимость
1,41,Начальное,Гражданский брак,M,Сотрудник,0,157753.68689589662,сыграть свадьбу,Свадьба
0,61,Среднее,Женат / замужем,F,Пенсионер,0,192411.2631735763,образование,Образование
1,52,Среднее,Женат / замужем,M,Пенсионер,0,261090.49029033264,строительство собственной недвижимости,Недвижимость
0,49,Среднее,Женат / замужем,F,Госслужащий,0,320370.0483143036,операции с недвижимостью,Недвижимость
0,54,Среднее,Женат / замужем,M,Компаньон,0,499515.9029704041,заняться высшим образованием,Образование
0,24,Высшее,Гражданский брак,F,Сотрудник,0,117023.74235741443,на проведение свадьбы,Свадьба
0,53,Среднее,Гражданский брак,F,Компаньон,0,79344.76160119644,покупка коммерческой недвижимости,Недвижимость
2,38,Среднее,Женат / замужем,M,Компаньон,0,171119.9002339539,сделка с подержанным автомобилем,Автомобиль
1,24,Высшее,Женат / замужем,F,Сотрудник,0,160453.04912894755,покупка недвижимости,Недвижимость
0,47,Среднее,Женат / замужем,F,Сотрудник,0,103526.5265889673,профильное образование,Образование
0,62,Высшее,Женат / замужем,F,Сотрудник,0,233553.2656629889,строительство недвижимости,Недвижимость
1,58,Среднее,Женат / замужем,M,Компаньон,0,173463.11138495212,покупка жилой недвижимости,Недвижимость
0,42,Среднее,Женат / замужем,M,Госслужащий,0,151931.33049645048,покупка жилья для семьи,Недвижимость
3,50,Среднее,Женат / замужем,M,Сотрудник,0,327678.58299279085,покупка коммерческой недвижимости,Недвижимость
0,47,Среднее,Гражданский брак,M,Сотрудник,0,165558.66325039946,свадьба,Свадьба
1,31,Среднее,Гражданский брак,F,Госслужащий,0,117418.41777792672,свадьба,Свадьба
2,26,Среднее,Женат / замужем,F,Сотрудник,0,139135.79149513537,покупка недвижимости,Недвижимость
0,44,Среднее,Гражданский брак,F,Госслужащий,0,90825.88976196476,строительство жилой недвижимости,Недвижимость
1,41,Высшее,Женат / замужем,F,Сотрудник,0,162578.3242012913,строительство собственной недвижимости,Недвижимость
1,33,Среднее,Женат / замужем,F,Сотрудник,0,65870.42447758303,образование,Образование
1,46,Среднее,Женат / замужем,M,Сотрудник,0,124175.8075675666,сделка с автомобилем,Автомобиль
1,29,Высшее,Женат / замужем,F,Сотрудник,0,106991.16690823525,покупка коммерческой недвижимости,Недвижимость
0,60,Среднее,Женат / замужем,M,Пенсионер,0,325395.7245414373,автомобили,Автомобиль
1,33,Среднее,Женат / замужем,F,Компаньон,0,243683.1610472164,сделка с подержанным автомобилем,Автомобиль
0,22,Среднее,Не женат / не замужем,M,Сотрудник,0,225798.1962549877,сделка с подержанным автомобилем,Автомобиль
0,46,Среднее,Гражданский брак,F,Госслужащий,0,219654.3589071179,свадьба,Свадьба
0,46,Среднее,В разводе,F,Сотрудник,0,310114.02882362425,профильное образование,Образование
0,45,Среднее,Не женат / не замужем,M,Сотрудник,1,76935.17749430603,операции с коммерческой недвижимостью,Недвижимость
1,55,Среднее,Вдовец / вдова,F,Пенсионер,0,84032.37491254635,операции с жильем,Недвижимость
1,30,Среднее,Гражданский брак,M,Компаньон,0,271123.0667817311,свадьба,Свадьба
2,34,Среднее,Женат / замужем,F,Сотрудник,0,75017.21178410678,получение высшего образования,Образование
0,45,Высшее,Женат / замужем,F,Госслужащий,0,136406.24411774345,строительство жилой недвижимости,Недвижимость
1,34,Высшее,Женат / замужем,M,Сотрудник,0,176509.83415277218,ремонт жилью,Недвижимость
0,44,Среднее,Гражданский брак,F,Компаньон,0,232340.4634902959,на покупку автомобиля,Автомобиль
0,61,Среднее,Женат / замужем,F,Пенсионер,0,90170.3723423258,операции с коммерческой недвижимостью,Недвижимость
0,49,Среднее,Женат / замужем,F,Сотрудник,0,101477.49941063963,операции с жильем,Недвижимость
0,39,Высшее,Женат / замужем,F,Компаньон,0,276864.89397076523,операции со своей недвижимостью,Недвижимость
0,31,Неоконченное высшее,Женат / замужем,M,Госслужащий,0,,операции с жильем,Недвижимость
1,35,Среднее,Не женат / не замужем,F,Сотрудник,0,132188.58757093342,на покупку своего автомобиля,Автомобиль
2,46,Среднее,Женат / замужем,M,Сотрудник,0,72652.70478692719,на покупку своего автомобиля,Автомобиль
0,58,Среднее,Женат / замужем,F,Сотрудник,0,122356.51602358567,покупка жилой недвижимости,Недвижимость
2,32,Среднее,Женат / замужем,M,Компаньон,0,217973.26602912525,высшее образование,Образование
0,29,Неоконченное высшее,Гражданский брак,M,Компаньон,0,382623.1991616053,на проведение свадьбы,Свадьба
1,39,Высшее,Женат / замужем,M,Компаньон,0,129913.83459262596,приобретение автомобиля,Автомобиль
0,56,Среднее,Женат / замужем,F,Пенсионер,0,114487.37651834125,жилье,Недвижимость
0,67,Высшее,Гражданский брак,M,Пенсионер,0,297729.2074380165,на проведение свадьбы,Свадьба
0,56,Среднее,Женат / замужем,F,Сотрудник,0,71174.04510145781,операции с недвижимостью,Недвижимость
0,64,Среднее,Женат / замужем,F,Пенсионер,0,,ремонт жилью,Недвижимость
0,41,Среднее,Не женат / не замужем,F,Компаньон,0,111900.44569952274,получение образования,Образование
0,57,Среднее,Женат / замужем,F,Пенсионер,0,103233.10189395264,жилье,Недвижимость
1,32,Высшее,Гражданский брак,F,Госслужащий,0,336824.0767394525,недвижимость,Недвижимость
0,57,Среднее,Женат / замужем,F,Пенсионер,1,,профильное образование,Образование
0,49,Среднее,Женат / замужем,F,Компаньон,0,146243.07907278393,на покупку подержанного автомобиля,Автомобиль
1,45,Среднее,Женат / замужем,M,Сотрудник,0,163221.91781426175,покупка своего жилья,Недвижимость
0,38,Среднее,Женат / замужем,M,Сотрудник,0,110197.93844855131,покупка жилья для сдачи,Недвижимость
0,69,Среднее,Не женат / не замужем,F,Сотрудник,0,125223.39391918368,получение дополнительного образования,Образование
1,57,Высшее,Женат / замужем,M,Сотрудник,0,138779.07873814678,получение высшего образования,Образование
1,29,Среднее,Женат / замужем,F,Сотрудник,0,40198.531028588215,строительство недвижимости,Недвижимость
1,42,Среднее,Женат / замужем,F,Компаньон,0,,ремонт жилью,Недвижимость
2,37,Начальное,Женат / замужем,M,Сотрудник,1,117314.5185519541,строительство недвижимости,Недвижимость
2,27,Среднее,Женат / замужем,M,Компаньон,1,141587.33718890275,покупка недвижимости,Недвижимость
0,39,Среднее,В разводе,F,Сотрудник,0,105263.53329084952,образование,Образование
0,25,Высшее,Не женат / не замужем,M,Сотрудник,1,,свой автомобиль,Автомобиль
1,41,Высшее,Женат / замужем,M,Компаньон,0,387783.14618330967,сделка с автомобилем,Автомобиль
0,22,Высшее,Не женат / не замужем,M,Сотрудник,0,149313.7607314697,недвижимость,Недвижимость
0,50,Высшее,В разводе,F,Сотрудник,0,191275.70466902945,операции с коммерческой недвижимостью,Недвижимость
0,55,Среднее,Женат / замужем,F,Сотрудник,0,92425.20124254258,дополнительное образование,Образование
1,61,Среднее,Вдовец / вдова,M,Пенсионер,0,161950.99474542015,операции с недвижимостью,Недвижимость
2,30,Среднее,Женат / замужем,F,Сотрудник,0,145005.48105850274,покупка своего жилья,Недвижимость
0,56,Высшее,Гражданский брак,M,Компаньон,0,188402.90013877943,на проведение свадьбы,Свадьба
0,64,Начальное,В разводе,F,Сотрудник,1,165149.07978526625,операции с жильем,Недвижимость
0,62,Среднее,Женат / замужем,F,Пенсионер,0,104091.619014288,автомобили,Автомобиль
2,32,Высшее,Женат / замужем,F,Сотрудник,0,109683.24552377644,покупка коммерческой недвижимости,Недвижимость
2,45,Среднее,Женат / замужем,M,Госслужащий,0,472422.55866584,заняться образованием,Образование
0,40,Неоконченное высшее,Женат / замужем,F,Компаньон,0,196481.9895123489,покупка жилья для сдачи,Недвижимость
2,35,Среднее,Женат / замужем,M,Сотрудник,0,192972.4801400673,сделка с подержанным автомобилем,Автомобиль
1,49,Высшее,Женат / замужем,F,Сотрудник,0,,жилье,Недвижимость
0,55,Среднее,Вдовец / вдова,F,Пенсионер,0,88940.59532645787,сделка с автомобилем,Автомобиль
0,44,Высшее,Гражданский брак,F,Компаньон,0,,свадьба,Свадьба
0,32,Среднее,Женат / замужем,F,Сотрудник,0,207597.54136682115,ремонт жилью,Недвижимость
0,39,Высшее,В разводе,M,Компаньон,0,265759.106893861,дополнительное образование,Образование
0,59,Среднее,Женат / замужем,M,Госслужащий,0,72679.84718880078,покупка своего жилья,Недвижимость
0,62,Начальное,Женат / замужем,M,Пенсионер,0,115013.37226746554,строительство собственной недвижимости,Недвижимость
0,55,Высшее,Женат / замужем,M,Сотрудник,0,164223.18130035792,операции с коммерческой недвижимостью,Недвижимость
3,27,Высшее,Гражданский брак,F,Сотрудник,0,66159.50234797681,на проведение свадьбы,Свадьба
0,39,Начальное,Женат / замужем,F,Сотрудник,0,124294.50424369363,ремонт жилью,Недвижимость
0,71,Среднее,Женат / замужем,M,Пенсионер,0,221963.69159953276,строительство собственной недвижимости,Недвижимость
0,62,Среднее,Гражданский брак,F,Пенсионер,0,31586.48664910984,покупка жилья,Недвижимость
0,39,Среднее,Женат / замужем,M,Сотрудник,0,147897.38566956547,высшее образование,Образование
1,26,Высшее,Не женат / не замужем,F,Сотрудник,0,83463.29739616712,на покупку подержанного автомобиля,Автомобиль
1,42,Высшее,Женат / замужем,M,Сотрудник,0,1278622.60744311,покупка жилья,Недвижимость
2,34,Среднее,Женат / замужем,F,Сотрудник,0,140347.84922886055,строительство собственной недвижимости,Недвижимость
0,62,Высшее,Женат / замужем,F,Пенсионер,0,,строительство собственной недвижимости,Недвижимость
0,49,Среднее,Не женат / не замужем,F,Сотрудник,0,84105.92555412362,заняться высшим образованием,Образование
0,42,Высшее,Женат / замужем,M,Сотрудник,0,171799.92290056837,заняться образованием,Образование
0,33,Среднее,Гражданский брак,M,Сотрудник,0,167254.41696434087,свадьба,Свадьба
0,30,Высшее,Женат / замужем,F,Компаньон,0,145487.6218028363,недвижимость,Недвижимость
2,37,Высшее,Женат / замужем,M,Сотрудник,0,277347.95133430173,на покупку своего автомобиля,Автомобиль
0,66,Среднее,Вдовец / вдова,F,Пенсионер,0,,строительство недвижимости,Недвижимость
0,51,Среднее,Женат / замужем,F,Компаньон,0,103273.95629454473,строительство собственной недвижимости,Недвижимость
1,38,Неоконченное высшее,Гражданский брак,F,Сотрудник,1,134295.18389597154,профильное образование,Образование
0,37,Среднее,Женат / замужем,F,Сотрудник,0,332963.00340335286,заняться высшим образованием,Образование
1,51,Среднее,Женат / замужем,M,Сотрудник,0,160043.10758613842,строительство жилой недвижимости,Недвижимость
1,50,Среднее,Женат / замужем,M,Сотрудник,0,104021.70825798466,свой автомобиль,Автомобиль
0,23,Среднее,Гражданский брак,M,Сотрудник,1,91462.15178606074,свадьба,Свадьба
0,26,Среднее,Женат / замужем,M,Сотрудник,0,141877.04913630267,строительство жилой недвижимости,Недвижимость
0,56,Среднее,Женат / замужем,F,Пенсионер,0,130134.90538948712,на покупку автомобиля,Автомобиль
0,50,Среднее,Женат / замужем,M,Сотрудник,0,95715.35964880632,операции с жильем,Недвижимость
1,50,Среднее,Не женат / не замужем,F,Компаньон,1,108162.86307996477,операции со своей недвижимостью,Недвижимость
0,32,Среднее,Гражданский брак,F,Сотрудник,0,92532.59882912305,свадьба,Свадьба
2,41,Высшее,Женат / замужем,M,Компаньон,0,154618.26375364515,на покупку подержанного автомобиля,Автомобиль
0,31,Неоконченное высшее,Женат / замужем,F,Сотрудник,1,123534.58376920366,приобретение автомобиля,Автомобиль
0,61,Среднее,Женат / замужем,F,Пенсионер,0,168080.85307825054,сделка с подержанным автомобилем,Автомобиль
0,36,Среднее,Женат / замужем,M,Сотрудник,0,147286.33463811618,дополнительное образование,Образование
0,21,Неоконченное высшее,Не женат / не замужем,F,Сотрудник,1,138796.26391856672,получение образования,Образование
0,50,Среднее,Женат / замужем,F,Сотрудник,0,162902.26317807072,заняться высшим образованием,Образование
2,36,Среднее,Женат / замужем,F,Компаньон,1,294750.59766671393,жилье,Недвижимость
1,23,Среднее,Женат / замужем,F,Компаньон,1,110463.39853283452,покупка жилья,Недвижимость
2,29,Неоконченное высшее,Женат / замужем,F,Госслужащий,0,54909.78790512669,сделка с автомобилем,Автомобиль
1,49,Среднее,Женат / замужем,M,Сотрудник,0,315736.16838175873,приобретение автомобиля,Автомобиль
0,54,Высшее,Женат / замужем,M,Компаньон,0,,операции с коммерческой недвижимостью,Недвижимость
1,56,Высшее,Женат / замужем,M,Компаньон,0,182502.1429776769,профильное образование,Образование
0,40,Среднее,Женат / замужем,F,Сотрудник,0,144246.09425924288,операции со своей недвижимостью,Недвижимость
2,22,Среднее,Женат / замужем,F,Компаньон,0,232892.91439675665,на покупку автомобиля,Автомобиль
0,60,Среднее,Женат / замужем,F,Пенсионер,0,99919.48548027696,покупка коммерческой недвижимости,Недвижимость
0,55,Среднее,Вдовец / вдова,F,Пенсионер,1,111619.38401812749,строительство недвижимости,Недвижимость
0,31,Высшее,Не женат / не замужем,M,Сотрудник,0,204578.1524554145,покупка своего жилья,Недвижимость
0,56,Среднее,Женат / замужем,F,Сотрудник,0,137810.79700566968,автомобиль,Автомобиль
0,61,Среднее,Женат / замужем,F,Пенсионер,0,93090.47311044636,получение высшего образования,Образование
