flight_id,departure_time,arrival_time,departure_airport,arrival_airport,aircraft_code
2301,2018-10-24 08:50:00+03,2018-10-24 13:55:00+03,DME,BTK,319
2302,2018-09-18 08:50:00+03,2018-09-18 13:55:00+03,DME,BTK,319
2303,2018-10-04 08:50:00+03,2018-10-04 13:55:00+03,DME,BTK,319
2304,2018-08-21 08:50:00+03,2018-08-21 13:55:00+03,DME,BTK,319
2305,2018-11-02 08:50:00+03,2018-11-02 13:55:00+03,DME,BTK,319
2306,2018-10-16 08:50:00+03,2018-10-16 13:55:00+03,DME,BTK,319
2307,2018-09-15 08:50:00+03,2018-09-15 13:55:00+03,DME,BTK,319
2308,2018-08-15 08:50:00+03,2018-08-15 13:55:00+03,DME,BTK,319
2309,2018-09-20 08:50:00+03,2018-09-20 13:55:00+03,DME,BTK,319
2310,2018-11-07 08:50:00+03,2018-11-07 13:55:00+03,DME,BTK,319
2311,2018-09-04 08:50:00+03,2018-09-04 13:55:00+03,DME,BTK,319
2312,2018-09-23 08:50:00+03,2018-09-23 13:55:00+03,DME,BTK,319
2313,2018-07-25 08:50:00+03,2018-07-25 13:55:00+03,DME,BTK,319
2314,2018-10-03 08:50:00+03,2018-10-03 13:55:00+03,DME,BTK,319
2315,2018-11-03 08:50:00+03,2018-11-03 13:55:00+03,DME,BTK,319
2316,2018-07-23 08:50:00+03,2018-07-23 13:55:00+03,DME,BTK,319
2317,2018-07-17 08:50:00+03,2018-07-17 13:55:00+03,DME,BTK,319
2318,2018-10-06 08:50:00+03,2018-10-06 13:55:00+03,DME,BTK,319
2319,2018-09-11 08:50:00+03,2018-09-11 13:55:00+03,DME,BTK,319
2320,2018-10-15 08:50:00+03,2018-10-15 13:55:00+03,DME,BTK,319
2321,2018-07-29 08:50:00+03,2018-07-29 13:55:00+03,DME,BTK,319
2322,2018-08-10 08:50:00+03,2018-08-10 13:55:00+03,DME,BTK,319
2323,2018-08-22 08:50:00+03,2018-08-22 13:55:00+03,DME,BTK,319
2324,2018-10-07 08:50:00+03,2018-10-07 13:55:00+03,DME,BTK,319
2325,2018-08-03 08:50:00+03,2018-08-03 13:55:00+03,DME,BTK,319
2326,2018-09-26 08:50:00+03,2018-09-26 13:55:00+03,DME,BTK,319
2327,2018-09-02 08:50:00+03,2018-09-02 13:55:00+03,DME,BTK,319
2328,2018-08-11 08:50:00+03,2018-08-11 13:55:00+03,DME,BTK,319
2329,2018-07-19 08:50:00+03,2018-07-19 13:55:00+03,DME,BTK,319
2330,2018-10-25 08:50:00+03,2018-10-25 13:55:00+03,DME,BTK,319
2331,2018-09-19 08:50:00+03,2018-09-19 13:55:00+03,DME,BTK,319
2332,2018-10-10 08:50:00+03,2018-10-10 13:55:00+03,DME,BTK,319
2333,2018-08-16 08:50:00+03,2018-08-16 13:55:00+03,DME,BTK,319
2334,2018-09-24 08:50:00+03,2018-09-24 13:55:00+03,DME,BTK,319
2335,2018-10-31 08:50:00+03,2018-10-31 13:55:00+03,DME,BTK,319
2336,2018-10-18 08:50:00+03,2018-10-18 13:55:00+03,DME,BTK,319
2337,2018-10-11 08:50:00+03,2018-10-11 13:55:00+03,DME,BTK,319
2338,2018-09-06 08:50:00+03,2018-09-06 13:55:00+03,DME,BTK,319
2339,2018-08-24 08:50:00+03,2018-08-24 13:55:00+03,DME,BTK,319
2340,2018-08-13 08:50:00+03,2018-08-13 13:55:00+03,DME,BTK,319
2341,2018-09-07 08:50:00+03,2018-09-07 13:55:00+03,DME,BTK,319
2342,2018-07-16 08:50:00+03,2018-07-16 13:55:00+03,DME,BTK,319
2343,2018-09-10 08:50:00+03,2018-09-10 13:55:00+03,DME,BTK,319
2344,2018-08-25 08:50:00+03,2018-08-25 13:55:00+03,DME,BTK,319
2345,2018-09-28 08:50:00+03,2018-09-28 13:55:00+03,DME,BTK,319
2346,2018-08-06 08:50:00+03,2018-08-06 13:55:00+03,DME,BTK,319
2347,2018-09-22 08:50:00+03,2018-09-22 13:55:00+03,DME,BTK,319
2348,2018-11-08 08:50:00+03,2018-11-08 13:55:00+03,DME,BTK,319
2349,2018-09-08 08:50:00+03,2018-09-08 13:55:00+03,DME,BTK,319
2350,2018-11-09 08:50:00+03,2018-11-09 13:55:00+03,DME,BTK,319
2351,2018-07-30 08:50:00+03,2018-07-30 13:55:00+03,DME,BTK,319
2352,2018-10-19 08:50:00+03,2018-10-19 13:55:00+03,DME,BTK,319
2353,2018-11-01 08:50:00+03,2018-11-01 13:55:00+03,DME,BTK,319
2354,2018-08-01 08:50:00+03,2018-08-01 13:55:00+03,DME,BTK,319
2355,2018-10-27 08:50:00+03,2018-10-27 13:55:00+03,DME,BTK,319
2356,2018-08-26 08:50:00+03,2018-08-26 13:55:00+03,DME,BTK,319
2357,2018-08-20 08:50:00+03,2018-08-20 13:55:00+03,DME,BTK,319
2358,2018-08-17 08:50:00+03,2018-08-17 13:55:00+03,DME,BTK,319
2359,2018-08-28 08:50:00+03,2018-08-28 13:55:00+03,DME,BTK,319
2360,2018-09-12 08:50:00+03,2018-09-12 13:55:00+03,DME,BTK,319
2361,2018-07-26 08:50:00+03,2018-07-26 13:55:00+03,DME,BTK,319
2362,2018-09-03 08:50:00+03,2018-09-03 13:55:00+03,DME,BTK,319
2363,2018-08-12 08:50:00+03,2018-08-12 13:55:00+03,DME,BTK,319
2364,2018-11-05 08:50:00+03,2018-11-05 13:55:00+03,DME,BTK,319
2365,2018-09-09 08:50:00+03,2018-09-09 13:55:00+03,DME,BTK,319
2366,2018-07-20 08:50:00+03,2018-07-20 13:55:00+03,DME,BTK,319
2367,2018-07-22 08:50:00+03,2018-07-22 13:55:00+03,DME,BTK,319
2368,2018-10-30 08:50:00+03,2018-10-30 13:55:00+03,DME,BTK,319
2369,2018-10-08 08:50:00+03,2018-10-08 13:55:00+03,DME,BTK,319
2370,2018-10-23 08:50:00+03,2018-10-23 13:55:00+03,DME,BTK,319
2371,2018-07-27 08:50:00+03,2018-07-27 13:55:00+03,DME,BTK,319
2372,2018-09-30 08:50:00+03,2018-09-30 13:55:00+03,DME,BTK,319
2373,2018-09-25 08:50:00+03,2018-09-25 13:55:00+03,DME,BTK,319
2374,2018-08-31 08:50:00+03,2018-08-31 13:55:00+03,DME,BTK,319
2375,2018-11-11 08:50:00+03,2018-11-11 13:55:00+03,DME,BTK,319
2376,2018-10-22 08:50:00+03,2018-10-22 13:55:00+03,DME,BTK,319
2377,2018-07-24 08:50:00+03,2018-07-24 13:55:00+03,DME,BTK,319
2378,2018-07-21 08:50:00+03,2018-07-21 13:55:00+03,DME,BTK,319
2379,2018-08-30 08:50:00+03,2018-08-30 13:55:00+03,DME,BTK,319
2380,2018-09-05 08:50:00+03,2018-09-05 13:55:00+03,DME,BTK,319
2381,2018-08-27 08:50:00+03,2018-08-27 13:55:00+03,DME,BTK,319
2382,2018-08-02 08:50:00+03,2018-08-02 13:55:00+03,DME,BTK,319
2383,2018-08-09 08:50:00+03,2018-08-09 13:55:00+03,DME,BTK,319
2384,2018-09-29 08:50:00+03,2018-09-29 13:55:00+03,DME,BTK,319
2385,2018-10-21 08:50:00+03,2018-10-21 13:55:00+03,DME,BTK,319
2386,2018-09-13 08:50:00+03,2018-09-13 13:55:00+03,DME,BTK,319
2387,2018-08-29 08:50:00+03,2018-08-29 13:55:00+03,DME,BTK,319
2388,2018-08-14 08:50:00+03,2018-08-14 13:55:00+03,DME,BTK,319
2389,2018-08-05 08:50:00+03,2018-08-05 13:55:00+03,DME,BTK,319
2390,2018-10-14 08:50:00+03,2018-10-14 13:55:00+03,DME,BTK,319
2391,2018-11-04 08:50:00+03,2018-11-04 13:55:00+03,DME,BTK,319
2392,2018-08-18 08:50:00+03,2018-08-18 13:55:00+03,DME,BTK,319
2393,2018-07-31 08:50:00+03,2018-07-31 13:55:00+03,DME,BTK,319
2394,2018-10-01 08:50:00+03,2018-10-01 13:55:00+03,DME,BTK,319
2395,2018-09-17 08:50:00+03,2018-09-17 13:55:00+03,DME,BTK,319
2396,2018-10-05 08:50:00+03,2018-10-05 13:55:00+03,DME,BTK,319
2397,2018-10-12 08:50:00+03,2018-10-12 13:55:00+03,DME,BTK,319
2398,2018-08-04 08:50:00+03,2018-08-04 13:55:00+03,DME,BTK,319
2399,2018-10-28 08:50:00+03,2018-10-28 13:55:00+03,DME,BTK,319
2400,2018-10-17 08:50:00+03,2018-10-17 13:55:00+03,DME,BTK,319
2401,2018-09-27 08:50:00+03,2018-09-27 13:55:00+03,DME,BTK,319
2402,2018-09-21 08:50:00+03,2018-09-21 13:55:00+03,DME,BTK,319
2403,2018-10-13 08:50:00+03,2018-10-13 13:55:00+03,DME,BTK,319
2404,2018-11-12 08:50:00+03,2018-11-12 13:55:00+03,DME,BTK,319
2405,2018-10-02 08:50:00+03,2018-10-02 13:55:00+03,DME,BTK,319
2406,2018-07-28 08:50:00+03,2018-07-28 13:55:00+03,DME,BTK,319
2407,2018-07-15 08:50:00+03,2018-07-15 13:55:00+03,DME,BTK,319
2408,2018-10-29 08:50:00+03,2018-10-29 13:55:00+03,DME,BTK,319
2409,2018-11-10 08:50:00+03,2018-11-10 13:55:00+03,DME,BTK,319
2410,2018-10-20 08:50:00+03,2018-10-20 13:55:00+03,DME,BTK,319
2411,2018-07-18 08:50:00+03,2018-07-18 13:55:00+03,DME,BTK,319
2412,2018-11-06 08:50:00+03,2018-11-06 13:55:00+03,DME,BTK,319
2413,2018-09-01 08:50:00+03,2018-09-01 13:55:00+03,DME,BTK,319
2414,2018-09-14 08:50:00+03,2018-09-14 13:55:00+03,DME,BTK,319
2415,2018-09-16 08:50:00+03,2018-09-16 13:55:00+03,DME,BTK,319
2416,2018-08-08 08:50:00+03,2018-08-08 13:55:00+03,DME,BTK,319
2417,2018-08-07 08:50:00+03,2018-08-07 13:55:00+03,DME,BTK,319
2418,2018-08-19 08:50:00+03,2018-08-19 13:55:00+03,DME,BTK,319
2419,2018-10-26 08:50:00+03,2018-10-26 13:55:00+03,DME,BTK,319
2420,2018-08-23 08:50:00+03,2018-08-23 13:55:00+03,DME,BTK,319
2421,2018-09-13 14:40:00+03,2018-09-13 16:45:00+03,DME,PKV,CN1
2422,2018-11-01 14:40:00+03,2018-11-01 16:45:00+03,DME,PKV,CN1
2423,2018-11-08 14:40:00+03,2018-11-08 16:45:00+03,DME,PKV,CN1
2424,2018-08-14 14:40:00+03,2018-08-14 16:45:00+03,DME,PKV,CN1
2425,2018-10-04 14:40:00+03,2018-10-04 16:45:00+03,DME,PKV,CN1
2426,2018-10-09 14:40:00+03,2018-10-09 16:45:00+03,DME,PKV,CN1
2427,2018-07-19 14:40:00+03,2018-07-19 16:45:00+03,DME,PKV,CN1
2428,2018-08-09 14:40:00+03,2018-08-09 16:45:00+03,DME,PKV,CN1
2429,2018-11-03 14:40:00+03,2018-11-03 16:45:00+03,DME,PKV,CN1
2430,2018-11-10 14:40:00+03,2018-11-10 16:45:00+03,DME,PKV,CN1
2431,2018-08-11 14:40:00+03,2018-08-11 16:45:00+03,DME,PKV,CN1
2432,2018-08-23 14:40:00+03,2018-08-23 16:45:00+03,DME,PKV,CN1
2433,2018-07-17 14:40:00+03,2018-07-17 16:45:00+03,DME,PKV,CN1
2434,2018-11-06 14:40:00+03,2018-11-06 16:45:00+03,DME,PKV,CN1
2435,2018-09-25 14:40:00+03,2018-09-25 16:45:00+03,DME,PKV,CN1
2436,2018-10-18 14:40:00+03,2018-10-18 16:45:00+03,DME,PKV,CN1
2437,2018-08-30 14:40:00+03,2018-08-30 16:45:00+03,DME,PKV,CN1
2438,2018-08-07 14:40:00+03,2018-08-07 16:45:00+03,DME,PKV,CN1
2439,2018-07-28 14:40:00+03,2018-07-28 16:45:00+03,DME,PKV,CN1
2440,2018-10-25 14:40:00+03,2018-10-25 16:45:00+03,DME,PKV,CN1
2441,2018-08-18 14:40:00+03,2018-08-18 16:45:00+03,DME,PKV,CN1
2442,2018-09-18 14:40:00+03,2018-09-18 16:45:00+03,DME,PKV,CN1
2443,2018-08-25 14:40:00+03,2018-08-25 16:45:00+03,DME,PKV,CN1
2444,2018-07-31 14:40:00+03,2018-07-31 16:45:00+03,DME,PKV,CN1
2445,2018-07-24 14:40:00+03,2018-07-24 16:45:00+03,DME,PKV,CN1
2446,2018-10-23 14:40:00+03,2018-10-23 16:45:00+03,DME,PKV,CN1
2447,2018-09-27 14:40:00+03,2018-09-27 16:45:00+03,DME,PKV,CN1
2448,2018-09-15 14:40:00+03,2018-09-15 16:45:00+03,DME,PKV,CN1
2449,2018-09-29 14:40:00+03,2018-09-29 16:45:00+03,DME,PKV,CN1
2450,2018-08-21 14:40:00+03,2018-08-21 16:45:00+03,DME,PKV,CN1
2451,2018-07-26 14:40:00+03,2018-07-26 16:45:00+03,DME,PKV,CN1
2452,2018-09-08 14:40:00+03,2018-09-08 16:45:00+03,DME,PKV,CN1
2453,2018-09-22 14:40:00+03,2018-09-22 16:45:00+03,DME,PKV,CN1
2454,2018-09-01 14:40:00+03,2018-09-01 16:45:00+03,DME,PKV,CN1
2455,2018-10-16 14:40:00+03,2018-10-16 16:45:00+03,DME,PKV,CN1
2456,2018-09-06 14:40:00+03,2018-09-06 16:45:00+03,DME,PKV,CN1
2457,2018-09-04 14:40:00+03,2018-09-04 16:45:00+03,DME,PKV,CN1
2458,2018-08-28 14:40:00+03,2018-08-28 16:45:00+03,DME,PKV,CN1
2459,2018-08-02 14:40:00+03,2018-08-02 16:45:00+03,DME,PKV,CN1
2460,2018-10-02 14:40:00+03,2018-10-02 16:45:00+03,DME,PKV,CN1
2461,2018-09-20 14:40:00+03,2018-09-20 16:45:00+03,DME,PKV,CN1
2462,2018-10-06 14:40:00+03,2018-10-06 16:45:00+03,DME,PKV,CN1
2463,2018-10-27 14:40:00+03,2018-10-27 16:45:00+03,DME,PKV,CN1
2464,2018-10-20 14:40:00+03,2018-10-20 16:45:00+03,DME,PKV,CN1
2465,2018-09-11 14:40:00+03,2018-09-11 16:45:00+03,DME,PKV,CN1
2466,2018-10-11 14:40:00+03,2018-10-11 16:45:00+03,DME,PKV,CN1
2467,2018-08-04 14:40:00+03,2018-08-04 16:45:00+03,DME,PKV,CN1
2468,2018-10-30 14:40:00+03,2018-10-30 16:45:00+03,DME,PKV,CN1
2469,2018-10-13 14:40:00+03,2018-10-13 16:45:00+03,DME,PKV,CN1
2470,2018-07-21 14:40:00+03,2018-07-21 16:45:00+03,DME,PKV,CN1
2471,2018-08-16 14:40:00+03,2018-08-16 16:45:00+03,DME,PKV,CN1
2472,2018-07-31 19:05:00+03,2018-08-01 03:55:00+03,DME,UUS,319
2473,2018-08-05 19:05:00+03,2018-08-06 03:55:00+03,DME,UUS,319
2474,2018-10-18 19:05:00+03,2018-10-19 03:55:00+03,DME,UUS,319
2475,2018-11-10 19:05:00+03,2018-11-11 03:55:00+03,DME,UUS,319
2476,2018-10-28 19:05:00+03,2018-10-29 03:55:00+03,DME,UUS,319
2477,2018-07-30 19:05:00+03,2018-07-31 03:55:00+03,DME,UUS,319
2478,2018-07-19 19:05:00+03,2018-07-20 03:55:00+03,DME,UUS,319
2479,2018-10-24 19:05:00+03,2018-10-25 03:55:00+03,DME,UUS,319
2480,2018-10-25 19:05:00+03,2018-10-26 03:55:00+03,DME,UUS,319
2481,2018-10-12 19:05:00+03,2018-10-13 03:55:00+03,DME,UUS,319
2482,2018-09-11 19:05:00+03,2018-09-12 03:55:00+03,DME,UUS,319
2483,2018-08-22 19:05:00+03,2018-08-23 03:55:00+03,DME,UUS,319
2484,2018-08-10 19:05:00+03,2018-08-11 03:55:00+03,DME,UUS,319
2485,2018-10-05 19:05:00+03,2018-10-06 03:55:00+03,DME,UUS,319
2486,2018-11-12 19:05:00+03,2018-11-13 03:55:00+03,DME,UUS,319
2487,2018-11-04 19:05:00+03,2018-11-05 03:55:00+03,DME,UUS,319
2488,2018-07-16 19:05:00+03,2018-07-17 03:55:00+03,DME,UUS,319
2489,2018-10-20 19:05:00+03,2018-10-21 03:55:00+03,DME,UUS,319
2490,2018-07-27 19:05:00+03,2018-07-28 03:55:00+03,DME,UUS,319
2491,2018-10-07 19:05:00+03,2018-10-08 03:55:00+03,DME,UUS,319
2492,2018-09-27 19:05:00+03,2018-09-28 03:55:00+03,DME,UUS,319
2493,2018-10-23 19:05:00+03,2018-10-24 03:55:00+03,DME,UUS,319
2494,2018-08-27 19:05:00+03,2018-08-28 03:55:00+03,DME,UUS,319
2495,2018-10-27 19:05:00+03,2018-10-28 03:55:00+03,DME,UUS,319
2496,2018-09-30 19:05:00+03,2018-10-01 03:55:00+03,DME,UUS,319
2497,2018-08-20 19:05:00+03,2018-08-21 03:55:00+03,DME,UUS,319
2498,2018-08-16 19:05:00+03,2018-08-17 03:55:00+03,DME,UUS,319
2499,2018-10-02 19:05:00+03,2018-10-03 03:55:00+03,DME,UUS,319
2500,2018-09-10 19:05:00+03,2018-09-11 03:55:00+03,DME,UUS,319
2501,2018-10-22 19:05:00+03,2018-10-23 03:55:00+03,DME,UUS,319
2502,2018-10-21 19:05:00+03,2018-10-22 03:55:00+03,DME,UUS,319
2503,2018-08-08 19:05:00+03,2018-08-09 03:55:00+03,DME,UUS,319
2504,2018-07-26 19:05:00+03,2018-07-27 03:55:00+03,DME,UUS,319
2505,2018-09-06 19:05:00+03,2018-09-07 03:55:00+03,DME,UUS,319
2506,2018-09-08 19:05:00+03,2018-09-09 03:55:00+03,DME,UUS,319
2507,2018-08-24 19:05:00+03,2018-08-25 03:55:00+03,DME,UUS,319
2508,2018-08-13 19:05:00+03,2018-08-14 03:55:00+03,DME,UUS,319
2509,2018-07-17 19:05:00+03,2018-07-18 03:55:00+03,DME,UUS,319
2510,2018-10-06 19:05:00+03,2018-10-07 03:55:00+03,DME,UUS,319
2511,2018-08-18 19:05:00+03,2018-08-19 03:55:00+03,DME,UUS,319
2512,2018-08-01 19:05:00+03,2018-08-02 03:55:00+03,DME,UUS,319
2513,2018-08-14 19:05:00+03,2018-08-15 03:55:00+03,DME,UUS,319
2514,2018-07-18 19:05:00+03,2018-07-19 03:55:00+03,DME,UUS,319
2515,2018-09-25 19:05:00+03,2018-09-26 03:55:00+03,DME,UUS,319
2516,2018-11-05 19:05:00+03,2018-11-06 03:55:00+03,DME,UUS,319
2517,2018-10-26 19:05:00+03,2018-10-27 03:55:00+03,DME,UUS,319
2518,2018-08-25 19:05:00+03,2018-08-26 03:55:00+03,DME,UUS,319
2519,2018-09-24 19:05:00+03,2018-09-25 03:55:00+03,DME,UUS,319
2520,2018-09-28 19:05:00+03,2018-09-29 03:55:00+03,DME,UUS,319
2521,2018-09-04 19:05:00+03,2018-09-05 03:55:00+03,DME,UUS,319
2522,2018-09-01 19:05:00+03,2018-09-02 03:55:00+03,DME,UUS,319
2523,2018-08-17 19:05:00+03,2018-08-18 03:55:00+03,DME,UUS,319
2524,2018-10-04 19:05:00+03,2018-10-05 03:55:00+03,DME,UUS,319
2525,2018-08-28 19:05:00+03,2018-08-29 03:55:00+03,DME,UUS,319
2526,2018-09-02 19:05:00+03,2018-09-03 03:55:00+03,DME,UUS,319
2527,2018-11-01 19:05:00+03,2018-11-02 03:55:00+03,DME,UUS,319
2528,2018-08-11 19:05:00+03,2018-08-12 03:55:00+03,DME,UUS,319
2529,2018-11-08 19:05:00+03,2018-11-09 03:55:00+03,DME,UUS,319
2530,2018-08-29 19:05:00+03,2018-08-30 03:55:00+03,DME,UUS,319
2531,2018-08-19 19:05:00+03,2018-08-20 03:55:00+03,DME,UUS,319
2532,2018-08-12 19:05:00+03,2018-08-13 03:55:00+03,DME,UUS,319
2533,2018-10-17 19:05:00+03,2018-10-18 03:55:00+03,DME,UUS,319
2534,2018-10-03 19:05:00+03,2018-10-04 03:55:00+03,DME,UUS,319
2535,2018-07-22 19:05:00+03,2018-07-23 03:55:00+03,DME,UUS,319
2536,2018-10-19 19:05:00+03,2018-10-20 03:55:00+03,DME,UUS,319
2537,2018-08-03 19:05:00+03,2018-08-04 03:55:00+03,DME,UUS,319
2538,2018-07-29 19:05:00+03,2018-07-30 03:55:00+03,DME,UUS,319
2539,2018-09-03 19:05:00+03,2018-09-04 03:55:00+03,DME,UUS,319
2540,2018-07-15 19:05:00+03,2018-07-16 03:55:00+03,DME,UUS,319
2541,2018-10-16 19:05:00+03,2018-10-17 03:55:00+03,DME,UUS,319
2542,2018-07-20 19:05:00+03,2018-07-21 03:55:00+03,DME,UUS,319
2543,2018-09-19 19:05:00+03,2018-09-20 03:55:00+03,DME,UUS,319
2544,2018-09-22 19:05:00+03,2018-09-23 03:55:00+03,DME,UUS,319
2545,2018-09-12 19:05:00+03,2018-09-13 03:55:00+03,DME,UUS,319
2546,2018-09-07 19:05:00+03,2018-09-08 03:55:00+03,DME,UUS,319
2547,2018-09-05 19:05:00+03,2018-09-06 03:55:00+03,DME,UUS,319
2548,2018-08-21 19:05:00+03,2018-08-22 03:55:00+03,DME,UUS,319
2549,2018-09-15 19:05:00+03,2018-09-16 03:55:00+03,DME,UUS,319
2550,2018-11-02 19:05:00+03,2018-11-03 03:55:00+03,DME,UUS,319
2551,2018-11-11 19:05:00+03,2018-11-12 03:55:00+03,DME,UUS,319
2552,2018-09-13 19:05:00+03,2018-09-14 03:55:00+03,DME,UUS,319
2553,2018-09-23 19:05:00+03,2018-09-24 03:55:00+03,DME,UUS,319
2554,2018-09-21 19:05:00+03,2018-09-22 03:55:00+03,DME,UUS,319
2555,2018-07-25 19:05:00+03,2018-07-26 03:55:00+03,DME,UUS,319
2556,2018-10-15 19:05:00+03,2018-10-16 03:55:00+03,DME,UUS,319
2557,2018-10-14 19:05:00+03,2018-10-15 03:55:00+03,DME,UUS,319
2558,2018-11-03 19:05:00+03,2018-11-04 03:55:00+03,DME,UUS,319
2559,2018-10-01 19:05:00+03,2018-10-02 03:55:00+03,DME,UUS,319
2560,2018-10-29 19:05:00+03,2018-10-30 03:55:00+03,DME,UUS,319
2561,2018-08-31 19:05:00+03,2018-09-01 03:55:00+03,DME,UUS,319
2562,2018-08-15 19:05:00+03,2018-08-16 03:55:00+03,DME,UUS,319
2563,2018-09-18 19:05:00+03,2018-09-19 03:55:00+03,DME,UUS,319
2564,2018-08-06 19:05:00+03,2018-08-07 03:55:00+03,DME,UUS,319
2565,2018-11-09 19:05:00+03,2018-11-10 03:55:00+03,DME,UUS,319
2566,2018-08-07 19:05:00+03,2018-08-08 03:55:00+03,DME,UUS,319
2567,2018-08-09 19:05:00+03,2018-08-10 03:55:00+03,DME,UUS,319
2568,2018-11-07 19:05:00+03,2018-11-08 03:55:00+03,DME,UUS,319
2569,2018-07-21 19:05:00+03,2018-07-22 03:55:00+03,DME,UUS,319
2570,2018-07-28 19:05:00+03,2018-07-29 03:55:00+03,DME,UUS,319
2571,2018-09-20 19:05:00+03,2018-09-21 03:55:00+03,DME,UUS,319
2572,2018-10-31 19:05:00+03,2018-11-01 03:55:00+03,DME,UUS,319
2573,2018-10-09 19:05:00+03,2018-10-10 03:55:00+03,DME,UUS,319
2574,2018-09-26 19:05:00+03,2018-09-27 03:55:00+03,DME,UUS,319
2575,2018-08-23 19:05:00+03,2018-08-24 03:55:00+03,DME,UUS,319
2576,2018-11-06 19:05:00+03,2018-11-07 03:55:00+03,DME,UUS,319
2577,2018-08-02 19:05:00+03,2018-08-03 03:55:00+03,DME,UUS,319
2578,2018-09-29 19:05:00+03,2018-09-30 03:55:00+03,DME,UUS,319
2579,2018-10-10 19:05:00+03,2018-10-11 03:55:00+03,DME,UUS,319
2580,2018-10-11 19:05:00+03,2018-10-12 03:55:00+03,DME,UUS,319
2581,2018-07-24 19:05:00+03,2018-07-25 03:55:00+03,DME,UUS,319
2582,2018-07-23 19:05:00+03,2018-07-24 03:55:00+03,DME,UUS,319
2583,2018-09-14 19:05:00+03,2018-09-15 03:55:00+03,DME,UUS,319
2584,2018-09-09 19:05:00+03,2018-09-10 03:55:00+03,DME,UUS,319
2585,2018-10-08 19:05:00+03,2018-10-09 03:55:00+03,DME,UUS,319
2586,2018-09-17 19:05:00+03,2018-09-18 03:55:00+03,DME,UUS,319
2587,2018-10-13 19:05:00+03,2018-10-14 03:55:00+03,DME,UUS,319
2588,2018-08-26 19:05:00+03,2018-08-27 03:55:00+03,DME,UUS,319
2589,2018-09-16 19:05:00+03,2018-09-17 03:55:00+03,DME,UUS,319
2590,2018-08-30 19:05:00+03,2018-08-31 03:55:00+03,DME,UUS,319
2591,2018-08-04 19:05:00+03,2018-08-05 03:55:00+03,DME,UUS,319
2592,2018-10-30 19:05:00+03,2018-10-31 03:55:00+03,DME,UUS,319
2593,2018-09-24 16:45:00+03,2018-09-25 01:35:00+03,DME,PKC,763
2594,2018-08-10 16:45:00+03,2018-08-11 01:35:00+03,DME,PKC,763
2595,2018-08-06 16:45:00+03,2018-08-07 01:35:00+03,DME,PKC,763
2596,2018-09-07 16:45:00+03,2018-09-08 01:35:00+03,DME,PKC,763
2597,2018-10-24 16:45:00+03,2018-10-25 01:35:00+03,DME,PKC,763
2598,2018-11-12 16:45:00+03,2018-11-13 01:35:00+03,DME,PKC,763
2599,2018-10-15 16:45:00+03,2018-10-16 01:35:00+03,DME,PKC,763
2600,2018-07-23 16:45:00+03,2018-07-24 01:35:00+03,DME,PKC,763
2601,2018-09-05 16:45:00+03,2018-09-06 01:35:00+03,DME,PKC,763
2602,2018-10-19 16:45:00+03,2018-10-20 01:35:00+03,DME,PKC,763
2603,2018-09-21 16:45:00+03,2018-09-22 01:35:00+03,DME,PKC,763
2604,2018-08-01 16:45:00+03,2018-08-02 01:35:00+03,DME,PKC,763
2605,2018-08-08 16:45:00+03,2018-08-09 01:35:00+03,DME,PKC,763
2606,2018-08-29 16:45:00+03,2018-08-30 01:35:00+03,DME,PKC,763
2607,2018-08-13 16:45:00+03,2018-08-14 01:35:00+03,DME,PKC,763
2608,2018-09-19 16:45:00+03,2018-09-20 01:35:00+03,DME,PKC,763
2609,2018-10-17 16:45:00+03,2018-10-18 01:35:00+03,DME,PKC,763
2610,2018-08-24 16:45:00+03,2018-08-25 01:35:00+03,DME,PKC,763
2611,2018-07-25 16:45:00+03,2018-07-26 01:35:00+03,DME,PKC,763
2612,2018-09-17 16:45:00+03,2018-09-18 01:35:00+03,DME,PKC,763
2613,2018-08-31 16:45:00+03,2018-09-01 01:35:00+03,DME,PKC,763
2614,2018-11-05 16:45:00+03,2018-11-06 01:35:00+03,DME,PKC,763
2615,2018-10-08 16:45:00+03,2018-10-09 01:35:00+03,DME,PKC,763
2616,2018-07-30 16:45:00+03,2018-07-31 01:35:00+03,DME,PKC,763
2617,2018-10-05 16:45:00+03,2018-10-06 01:35:00+03,DME,PKC,763
2618,2018-09-10 16:45:00+03,2018-09-11 01:35:00+03,DME,PKC,763
2619,2018-11-07 16:45:00+03,2018-11-08 01:35:00+03,DME,PKC,763
2620,2018-10-22 16:45:00+03,2018-10-23 01:35:00+03,DME,PKC,763
2621,2018-08-22 16:45:00+03,2018-08-23 01:35:00+03,DME,PKC,763
2622,2018-09-14 16:45:00+03,2018-09-15 01:35:00+03,DME,PKC,763
2623,2018-08-03 16:45:00+03,2018-08-04 01:35:00+03,DME,PKC,763
2624,2018-08-27 16:45:00+03,2018-08-28 01:35:00+03,DME,PKC,763
2625,2018-10-31 16:45:00+03,2018-11-01 01:35:00+03,DME,PKC,763
2626,2018-09-26 16:45:00+03,2018-09-27 01:35:00+03,DME,PKC,763
2627,2018-08-15 16:45:00+03,2018-08-16 01:35:00+03,DME,PKC,763
2628,2018-10-26 16:45:00+03,2018-10-27 01:35:00+03,DME,PKC,763
2629,2018-09-12 16:45:00+03,2018-09-13 01:35:00+03,DME,PKC,763
2630,2018-09-03 16:45:00+03,2018-09-04 01:35:00+03,DME,PKC,763
